"","chrom","start","end","K2P"
"4338","LG_2",148592516,148595626,0.0378709532663428
"4339","LG_2",148607090,148614412,0.0446171305913497
"4340","LG_2",148615187,148623389,0.0235326634885595
"4341","LG_2",148625170,148636389,0.0383186008715609
"4342","LG_2",148636839,148640197,0.0270699500204642
"4343","LG_N",37717626,37726635,0.0145918999615244
"4344","LG_2",148654785,148657575,0.0396210334950247
"4345","LG_2",148661910,148662379,0.039322597589845
"4346","LG_2",148663910,148665448,0.0137464113087882
"4347","LG_2",148691828,148701787,0.0255889009911709
"4348","LG_2",148717019,148727969,0.0602555704091418
"4349","LG_2",148728127,148735312,0.00958527988638271
"4350","LG_2",148736794,148737316,0.0659291555491474
"4351","LG_2",148748098,148755413,0.0109932063239802
"4352","LG_2",148756917,148757957,0.0659522512550325
"4353","LG_2",148773270,148784273,0.0058990432509798
"4354","LG_N",37755953,37756921,0.0784981469331617
"4355","LG_2",148788581,148789077,0.0852524809440854
"4356","LG_2",148789178,148789769,0.0359473880507433
"4357","LG_2",148790357,148791043,0.0491965414079074
"4358","LG_2",148803846,148810982,0.0162609080906545
"4359","LG_2",148837548,148845115,0.0290932632986279
"4360","LG_2",148855058,148869692,0.0600084457320423
"4361","LG_2",148876481,148881702,0.0237119099959241
"4362","LG_2",148897435,148905231,0.0473622425912265
"4363","LG_2",148914945,148930231,0.0224806566250643
"4364","LG_2",148948546,148960458,0.00135927322402398
"4365","LG_N",37817777,37825681,0.071986856837179
"4366","LG_2",148966966,148974258,0.0699761750665334
"4367","LG_2",148984572,148992838,0.0787392575598052
"4368","LG_2",148996153,149009392,0.0574858985293315
"4369","LG_2",149009392,149016815,0.0240661719283437
"4370","LG_2",149030033,149037266,0.0235589984153486
"4371","LG_2",149041158,149054944,0.0137463127593631
"4372","LG_2",149058489,149069533,0.0285342131425361
"4373","LG_2",149084531,149092206,0.00916822857347894
"4374","LG_2",149095533,149102897,0.00292754917146663
"4375","LG_2",149174495,149184396,0.0437870431838218
"4376","LG_N",37838992,37846740,0.0273540121423024
"4377","LG_2",149189808,149197127,0.0391810272935736
"4378","LG_2",149214652,149221403,0.0328967823594378
"4379","LG_2",149222143,149231652,0.00230813951303112
"4380","LG_2",149242460,149250044,0.050969923211829
"4381","LG_2",149256379,149267360,0.0117401803439203
"4382","LG_2",149278625,149284015,0.069118694268602
"4383","LG_2",149297570,149302563,0.00725630202982596
"4384","LG_2",149313876,149324872,0.00946023551811386
"4385","LG_2",149349247,149356905,0.00713151403939593
"4386","LG_2",149372214,149379531,0.00899792106768021
"4387","LG_N",37852804,37863033,0.0286861378476883
"4388","LG_2",149388606,149389909,0.0436663399914008
"4389","LG_2",149391198,149400217,0.0362675357198597
"4390","LG_2",149401725,149412859,0.021785011241109
"4391","LG_2",149423552,149434130,0.00713020960173496
"4392","LG_2",149438438,149441928,0.00445146663939491
"4393","LG_2",149524125,149534740,0.00589174154184399
"4394","LG_2",149535054,149546485,0.0264370377720707
"4395","LG_2",149590043,149598524,0.0070755241750189
"4396","LG_2",149619300,149623614,0.0856290768079701
"4397","LG_2",149624646,149629947,0.0509116116472353
"4398","LG_N",37868645,37877242,0.0241158133954449
"4399","LG_2",149634239,149644263,0.0183690648626503
"4400","LG_2",149658875,149669957,0.0125336337185067
"4401","LG_2",149681192,149688891,0.0149736014250908
"4402","LG_2",149699047,149699657,0.0287127544314071
"4403","LG_2",149701889,149709150,0.0686302911278556
"4404","LG_2",149711219,149718454,0.0216428589135464
"4405","LG_2",149727775,149734408,0.0404986176659101
"4406","LG_2",149755002,149762903,0.0811897681269746
"4407","LG_2",149769488,149771248,0.0562929028750818
"4408","LG_2",149774637,149791010,0.0280174008208866
"4409","LG_N",37900937,37901513,0.108058685501027
"4410","LG_2",149792083,149799800,0.0424240206377497
"4411","LG_2",149831675,149850051,0.00719623315593559
"4412","LG_2",149862033,149872990,0.0308707088902541
"4413","LG_2",149882285,149883966,0.0364180904649041
"4414","LG_2",149889798,149897500,0.0493818555238592
"4415","LG_2",149929548,149936446,0.0998367471812046
"4416","LG_2",149944396,149955443,0.00348939638699156
"4417","LG_2",149958294,149961695,0.0738327350616436
"4418","LG_2",149962534,149967103,0.0425149133500256
"4419","LG_2",149989475,149991052,0.12880205141937
"4420","LG_N",37913833,37917621,0.0173381125866218
"4421","LG_2",149991529,149997799,0.00586972073957371
"4422","LG_2",150031865,150036482,0.0401921927749276
"4423","LG_2",150049493,150050008,0.109937124592344
"4424","LG_2",150058870,150060329,0.0856931619815422
"4425","LG_2",150076736,150088232,0.00529890185831924
"4426","LG_2",150097272,150108033,0.0118303719216054
"4427","LG_2",150120184,150136533,0.0557222068476094
"4428","LG_2",150151447,150159237,0.012885422012198
"4429","LG_2",150175016,150185758,0.0401570466056263
"4430","LG_2",150199916,150207000,0.00402314429509162
"4431","LG_N",37943225,37948127,0.0186937660358102
"4432","LG_2",150213877,150218542,0.0181732011017825
"4433","LG_2",150231740,150234256,0.00899510624452194
"4434","LG_2",150254051,150258396,0.00404974081781306
"4435","LG_2",150264838,150272550,0.00598805576116549
"4436","LG_2",150278528,150285880,0.00606753964938226
"4437","LG_2",150288773,150295126,0.0661617618668801
"4438","LG_2",150303290,150314298,0.00235156143182995
"4439","LG_2",150315387,150322986,0.00298285482759657
"4440","LG_2",150338332,150347726,0.0254741805331649
"4441","LG_2",150367754,150384883,0.00589869229275855
"4442","LG_N",37958764,37966447,0.00300677259154013
"4443","LG_N",4084675,4097363,0.00933120400732451
"4444","LG_N",224037,231351,0
"4445","LG_2",150392418,150402734,0.00546453526609515
"4446","LG_2",150405272,150409542,0.00919684248226863
"4447","LG_2",150423334,150429740,0.0680121145295655
"4448","LG_2",150436703,150444387,0.0380599933816988
"4449","LG_2",150446377,150451490,0.0265782721447001
"4450","LG_2",150465904,150474606,0.0969086144914289
"4451","LG_2",150492221,150501624,0.0384380094647202
"4452","LG_2",150524839,150532628,0.0236736117142595
"4453","LG_2",150536025,150538393,0.0227619413062407
"4454","LG_2",150558018,150565155,0.00297915479181531
"4455","LG_N",37979168,37988625,0.0521722630365871
"4456","LG_2",150599517,150605922,0.0155382114696381
"4457","LG_2",150641265,150653395,0.0763818182569866
"4458","LG_2",150670720,150678493,0.0313172679461104
"4459","LG_2",150689616,150690927,0.0335748200677194
"4460","LG_2",150717838,150725916,0.00449481861580252
"4461","LG_2",150731702,150738223,0
"4462","LG_2",150739679,150745688,0.0350573940635804
"4463","LG_2",150755039,150756286,0.0430859884159686
"4464","LG_2",150762423,150763817,0.0496839823508879
"4465","LG_2",150795919,150800451,0.00307771905240573
"4466","LG_N",37995808,38006220,0.0015145787529023
"4467","LG_2",150823670,150824208,0.0575249695122826
"4468","LG_2",150826719,150832228,0.00128824534578946
"4469","LG_2",150838948,150849453,0.0288139041681665
"4470","LG_2",150849683,150859758,0
"4471","LG_2",150860537,150867964,0.056953455878713
"4472","LG_2",150871601,150882261,0.0385075397309993
"4473","LG_2",150888574,150896236,0.00406170487756051
"4474","LG_2",150927944,150935740,0.0128265575791439
"4475","LG_2",150955320,150961741,0.0405864200776696
"4476","LG_2",151004464,151010684,0.0421963857779159
"4477","LG_N",38020561,38023926,0.0383708184669285
"4478","LG_2",151020378,151027686,0.0100625978890779
"4479","LG_2",151045339,151051877,0.0457903875300112
"4480","LG_2",151065008,151074691,0.0249715693519252
"4481","LG_2",151123313,151134337,0.00347323700694709
"4482","LG_2",151152522,151158631,0.0242522080102238
"4483","LG_2",151166568,151180735,0.0217703205698877
"4484","LG_2",151195910,151203186,0.00304956190623164
"4485","LG_2",151204370,151211041,0.00204499262576258
"4486","LG_2",151215165,151230059,0.00913716884960825
"4487","LG_2",151243868,151251035,0.036112609590569
"4488","LG_N",38024064,38025599,0.117901402340862
"4489","LG_2",151276691,151287705,0.0117356476123762
"4490","LG_2",151289248,151289812,0.0795737062202013
"4491","LG_2",151290210,151292263,0.0476869981346041
"4492","LG_2",151295215,151305348,0.0304794282994321
"4493","LG_2",151327863,151331757,0.00298508349325189
"4494","LG_2",151368768,151374726,0.104581748915994
"4495","LG_2",151387985,151398830,0.00736202230324233
"4496","LG_2",151409379,151415179,0.0674144136380973
"4497","LG_2",151428403,151432939,0.0317312349306151
"4498","LG_2",151436478,151443988,0.0542121226625341
"4499","LG_N",38087383,38105327,0.039835107841585
"4500","LG_2",151446693,151454322,0.0347656859765896
"4501","LG_2",151467529,151473965,0.00406919426603932
"4502","LG_2",151498023,151509139,0.0260786829508378
"4503","LG_2",151517815,151525603,0.0249160335430088
"4504","LG_2",151527784,151532325,0.0050271678090027
"4505","LG_2",151545926,151553882,0.0444874795378672
"4506","LG_2",151555178,151564738,0.0193449755386487
"4507","LG_2",151568459,151576259,0.0333658057227773
"4508","LG_2",151612269,151622717,0.0525936731713749
"4509","LG_2",151655718,151662631,0.0207274756782783
"4510","LG_N",38106990,38108700,0.00311527487531804
"4511","LG_2",151675262,151684014,0.0247832272159148
"4512","LG_2",151693497,151700555,0.00986889222106681
"4513","LG_2",151701341,151712319,0.00981427451855776
"4514","LG_2",151714134,151725115,0.0251204895427778
"4515","LG_2",151731393,151736493,0.0559552635000331
"4516","LG_2",151776138,151787186,0.0104531308828362
"4517","LG_2",151807648,151818577,0.02085985315311
"4518","LG_2",151830541,151834181,0.00707052143713979
"4519","LG_2",151842560,151848236,0.0850967054775073
"4520","LG_2",151853263,151855208,0.0707478593497356
"4521","LG_N",38127600,38132958,0.0682805857680173
"4522","LG_2",151860252,151871045,0.0185227627268411
"4523","LG_2",151898726,151911086,0.00232153560264172
"4524","LG_2",151911254,151916038,0.00537699307294875
"4525","LG_2",151922628,151925582,0.0313911268822936
"4526","LG_2",151940855,151951198,0.0133952815495842
"4527","LG_2",151954763,151962144,0.0289470714389864
"4528","LG_2",151970075,151981060,0.0215113479296382
"4529","LG_2",151993624,152000660,0.0298825908868053
"4530","LG_2",152005872,152016868,0.00947320831164838
"4531","LG_2",152034330,152034966,0.0261807018610159
"4532","LG_N",38155707,38156800,0.0577232571979446
"4533","LG_2",152066696,152072816,0.00498183521904808
"4534","LG_2",152109228,152119126,0.00565198027433991
"4535","LG_2",152122058,152133890,0.00822538105662907
"4536","LG_2",152141097,152146506,0.0402158170124646
"4537","LG_2",152183724,152188394,0.0278032133373929
"4538","LG_2",152226408,152230323,0.0311307759933575
"4539","LG_2",152231620,152232096,0.113034912999138
"4540","LG_2",152234120,152244691,0.0105141908844982
"4541","LG_2",152257978,152269295,0
"4542","LG_2",152273955,152280972,0.00494366749251674
"4543","LG_N",38156905,38157653,0.00678834439984126
"4544","LG_2",152291934,152298315,0.0413359611939057
"4545","LG_2",152303217,152309967,0.0131703733285345
"4546","LG_2",152335312,152346393,0.0340586539989391
"4547","LG_2",152364298,152375304,0.017859074340322
"4548","LG_2",152382215,152400236,0.0228281338601303
"4549","LG_2",152410740,152418746,0.0562040076433124
"4550","LG_2",152420183,152425043,0.104865738261858
"4551","LG_2",152425180,152436471,0.0402161277643854
"4552","LG_2",152437471,152445783,0.0461645984233024
"4553","LG_2",152447324,152454843,0.042026430966916
"4554","LG_N",38176696,38182356,0.00204787042391624
"4555","LG_N",4139502,4145979,0
"4556","LG_2",152456268,152461130,0.104841208059907
"4557","LG_2",152462499,152471454,0.00943826662459463
"4558","LG_2",152496742,152497271,0.0639593499339932
"4559","LG_2",152509189,152513711,0.0187117864890896
"4560","LG_2",152529371,152553578,0
"4561","LG_2",152560098,152560464,0.0698565420305939
"4562","LG_2",152568762,152579063,0.0141146022433478
"4563","LG_2",152593636,152601078,0.0597034653830765
"4564","LG_2",152613123,152623852,0.00430572671067202
"4565","LG_2",152635210,152641342,0.0284589412922443
"4566","LG_N",38188814,38190442,0.0246889679234922
"4567","LG_2",152667494,152675176,0.00200803482744497
"4568","LG_2",152709333,152713296,0.0541485576852271
"4569","LG_2",152717287,152725075,0.0484651472287071
"4570","LG_2",152725180,152734666,0.0428403747015248
"4571","LG_2",152735644,152741510,0.00304878993405922
"4572","LG_2",152747913,152758933,0.00116110347201604
"4573","LG_2",152770431,152777889,0.0682647877574649
"4574","LG_2",152791282,152802294,0.00589348887603249
"4575","LG_2",152821115,152833247,0.0404247571527728
"4576","LG_2",152839812,152848307,0.00993600108969529
"4577","LG_N",38201655,38209073,0.0127461405416792
"4578","LG_2",152860346,152870358,0.0141556082162757
"4579","LG_2",152884516,152894909,0.00302419764595381
"4580","LG_2",152925031,152930841,0.00475709790905267
"4581","LG_2",152957118,152958019,0.0217738361677818
"4582","LG_2",152972866,152977997,0.0402241161868464
"4583","LG_2",152999259,153006453,0.0009930489858147
"4584","LG_2",153025583,153028234,0.00398937110819998
"4585","LG_2",153059530,153062430,0.0286790745492297
"4586","LG_2",153071411,153078885,0.0100201581917921
"4587","LG_2",153090546,153101396,0.0613331619321821
"4588","LG_N",38259866,38261398,0.0868300785397285
"4589","LG_2",153104362,153112080,0.0414967739630495
"4590","LG_2",153139658,153144526,0.0342595818106631
"4591","LG_2",153153499,153164470,0.00471145357704597
"4592","LG_2",153169943,153181425,0.0343440835287688
"4593","LG_2",153189871,153197609,0.0181289101521538
"4594","LG_2",153202019,153208150,0.0262936406519015
"4595","LG_2",153243068,153250380,0.00400677140446815
"4596","LG_2",153255522,153257671,0.0700216631932691
"4597","LG_2",153278610,153283860,0.0136096678095083
"4598","LG_2",153294632,153301954,0.00100300936343287
"4599","LG_N",38307706,38308194,0.0271681653571073
"4600","LG_2",153306007,153320494,0.0330443710124855
"4601","LG_2",153322817,153337014,0.0477852472561195
"4602","LG_2",153356744,153359718,0.0586406784074562
"4603","LG_2",153372632,153376966,0.00143971286621141
"4604","LG_2",153383063,153389849,0.016643825430192
"4605","LG_2",153394121,153401751,0.0193283379997104
"4606","LG_2",153414931,153422169,0
"4607","LG_2",153431340,153438552,0.0648797864611324
"4608","LG_2",153450208,153457877,0.0620937896844283
"4609","LG_2",153463343,153473953,0.026494901887963
"4610","LG_N",38310514,38317392,0
"4611","LG_2",153498331,153499945,0.0657031337602024
"4612","LG_2",153502280,153505371,0.0184555306661293
"4613","LG_2",153511654,153512086,0.058471567464868
"4614","LG_2",153513921,153517617,0.0194023339917748
"4615","LG_2",153535917,153541599,0.0148004034041801
"4616","LG_2",153555996,153563394,0.0353211423052248
"4617","LG_2",153572402,153583428,0.0046630509304493
"4618","LG_2",153585084,153592651,0.0580883118685771
"4619","LG_2",153600962,153608303,0.0232331343204796
"4620","LG_2",153629229,153633769,0.0186426468257167
"4621","LG_N",38431388,38437920,0.0230016318250009
"4622","LG_2",153635680,153636020,0.0837206758365996
"4623","LG_2",153657961,153661648,0.00800817919428713
"4624","LG_2",153670659,153678340,0.0050269132473858
"4625","LG_2",153690561,153697449,0.0483818119410669
"4626","LG_2",153706453,153717361,0.0201952179276968
"4627","LG_2",153727550,153729878,0.0884286331148287
"4628","LG_2",153754000,153761285,0.0375736915508642
"4629","LG_2",153780979,153788236,0.0192619492248252
"4630","LG_2",153788447,153792960,0.0268574231135935
"4631","LG_2",153814755,153822471,0.00470270639086511
"4632","LG_N",38481236,38488552,0.00401910192701804
"4633","LG_2",153845210,153846061,0.0389086898182626
"4634","LG_2",153854144,153867365,0.0659332975307248
"4635","LG_2",153871565,153879337,0.0267120922200837
"4636","LG_2",153901033,153908361,0.00696823155582574
"4637","LG_2",153934242,153942025,0.00223214656434274
"4638","LG_2",153953619,153956351,0.0489867002547298
"4639","LG_2",153965395,153969519,0.00924334887639245
"4640","LG_2",153991327,153999048,0.0029419034788781
"4641","LG_2",154035370,154045995,0.0337135752869169
"4642","LG_2",154060486,154067845,0.0239917568220616
"4643","LG_N",38526618,38528448,0.0276810643468033
"4644","LG_2",154070060,154077717,0.00101394198077125
"4645","LG_2",154094249,154096530,0.0237540670866622
"4646","LG_2",154100453,154108188,0.00791184215546487
"4647","LG_2",154116860,154123090,0.0342684643340994
"4648","LG_2",154136786,154147799,0.0141776383209258
"4649","LG_2",154169239,154170671,0.0776962463122942
"4650","LG_2",154173327,154175936,0.107758176311139
"4651","LG_2",154199682,154205018,0.0128580982370516
"4652","LG_2",154212924,154220055,0.036413672987992
"4653","LG_2",154237458,154248554,0.0113856734530516
"4654","LG_N",38531457,38539120,0.0260573821139118
"4655","LG_2",154274144,154281574,0.0294143719694827
"4656","LG_2",154289074,154292288,0.0654279480371024
"4657","LG_2",154293540,154304628,0.0148377852616038
"4658","LG_2",154311006,154312895,0.0434255716236376
"4659","LG_2",154321308,154326217,0.0440244088560445
"4660","LG_2",154353662,154358545,0.0387105986438414
"4661","LG_2",154363155,154373549,0.00472117491373725
"4662","LG_2",154398191,154405481,0.0436587531922597
"4663","LG_2",154412143,154422603,0.0266260175333662
"4664","LG_2",154499145,154506059,0.0227311870383786
"4665","LG_N",38543283,38550365,0.0151889928341599
"4666","LG_N",4167192,4170889,0.0479259717548828
"4667","LG_2",154516496,154522489,0.0205220478003366
"4668","LG_2",154542280,154545023,0.0337978751135293
"4669","LG_2",154548978,154550711,0.079163764183711
"4670","LG_2",154567029,154570304,0.00318796896164738
"4671","LG_2",154576151,154580476,0.024051346785697
"4672","LG_2",154581200,154592215,0.00232288454958628
"4673","LG_2",154601635,154606843,0.0320961503505982
"4674","LG_2",154619122,154629071,0.00818414027788745
"4675","LG_2",154657083,154676235,0.125771985051861
"4676","LG_2",154690493,154699513,0.0207342389817837
"4677","LG_N",38559962,38571094,0.0182612679375181
"4678","LG_2",154714025,154726989,0.0147982161919805
"4679","LG_2",154736417,154747229,0.011239012701401
"4680","LG_2",154749320,154756717,0.0147129575238732
"4681","LG_2",154782309,154789762,0.00874357672765889
"4682","LG_2",154806223,154815451,0.0361976625628619
"4683","LG_2",154823490,154825407,0.0621810452367096
"4684","LG_2",154860570,154876903,0.0191212366360114
"4685","LG_2",154882780,154884775,0.0484637823883663
"4686","LG_2",154885664,154886498,0.121067751095689
"4687","LG_2",154891005,154901614,0.0116920477307277
"4688","LG_N",38571514,38578202,0.0171685050608997
"4689","LG_2",154917326,154927721,0.0256370220707509
"4690","LG_2",154950393,154958121,0.00294986106359413
"4691","LG_2",154971525,154978287,0.0690217186373032
"4692","LG_2",154986398,154987000,0.0586469856612485
"4693","LG_2",155010763,155021676,0.0106428287961849
"4694","LG_2",155025743,155027325,0.0355694106693851
"4695","LG_2",155063762,155069780,0.0187410618487853
"4696","LG_2",155079931,155082044,0.0151445763890107
"4697","LG_2",155123169,155134260,0.00235988556818984
"4698","LG_2",155159024,155166760,0.00492687098725107
"4699","LG_N",38583361,38589503,0.0378458022566976
"4700","LG_2",155179374,155184900,0.0529999183346213
"4701","LG_2",155194558,155201537,0.01271108033565
"4702","LG_2",155221151,155228760,0.0385344767296791
"4703","LG_2",155229723,155240556,0.0377962255080123
"4704","LG_2",155241522,155249769,0.0140561183287007
"4705","LG_2",155254068,155271233,0.0623759469582342
"4706","LG_2",155282663,155289704,0.0181569588154297
"4707","LG_2",155292077,155303857,0.0127314386807341
"4708","LG_2",155310222,155321249,0.00731825666098571
"4709","LG_2",155330960,155332115,0.0526462399920152
"4710","LG_N",38603679,38604818,0.085214093371257
"4711","LG_2",155351346,155360298,0.0423989889335972
"4712","LG_2",155370762,155372619,0.00594074366003729
"4713","LG_2",155386032,155392151,0.00315458459663236
"4714","LG_2",155408002,155415679,0.0448208926994772
"4715","LG_2",155421789,155437584,0.0146517173375261
"4716","LG_2",155470787,155476034,0.0665083915133553
"4717","LG_2",155480707,155488834,0.0498397507110081
"4718","LG_2",155498984,155506456,0.00458060640073391
"4719","LG_2",155522741,155528719,0.00446472770913901
"4720","LG_2",155587970,155594949,0.0353135517678357
"4721","LG_N",38618837,38622895,0.00555816893572229
"4722","LG_2",155619973,155627251,0.0355034741620531
"4723","LG_2",155630761,155634646,0.0086862203215
"4724","LG_2",155634737,155639547,0
"4725","LG_2",155649103,155651499,0.0398901128784381
"4726","LG_2",155655100,155655720,0.0741343759774745
"4727","LG_2",155656884,155657318,0.0260104277332915
"4728","LG_2",155659207,155660175,0.0195142212168711
"4729","LG_2",155669380,155681465,0.022702984834199
"4730","LG_2",155686746,155698538,0.0310515424867378
"4731","LG_2",155704580,155707171,0.0736450036157605
"4732","LG_N",38653316,38663348,0.00815553454536624
"4733","LG_2",155709931,155715439,0.0108778653551168
"4734","LG_2",155731162,155733572,0.030630669040978
"4735","LG_2",155738072,155746646,0.0615094763331997
"4736","LG_2",155748716,155759668,0.00753305671988871
"4737","LG_2",155775013,155779008,0.0135633805632726
"4738","LG_2",155789113,155796504,0.0258778197279982
"4739","LG_2",155816730,155824541,0.0541024439605841
"4740","LG_2",155839884,155859394,0.0343174372430714
"4741","LG_2",155864607,155869118,0.032469631523062
"4742","LG_2",155886971,155897988,0.00116009332784859
"4743","LG_N",38684097,38691307,0.0435969374248973
"4744","LG_2",155898118,155908115,0.0128412429128849
"4745","LG_2",155920078,155928397,0.0195453788716258
"4746","LG_2",155932353,155934402,0.0281728942716066
"4747","LG_2",155943016,155950307,0.0774585064124586
"4748","LG_2",155957531,155964728,0.0194433041506533
"4749","LG_2",155974315,155985252,0.00824475739252393
"4750","LG_2",155990922,156004614,0.108860750109385
"4751","LG_2",156017606,156025300,0.00599106379126175
"4752","LG_2",156033917,156042651,0.0337744054584024
"4753","LG_2",156046385,156053364,0.0676987623972122
"4754","LG_N",38712106,38719158,0.00201816621123024
"4755","LG_2",156066738,156072882,0.0237764773225158
"4756","LG_2",156077457,156082568,0.0137426760322171
"4757","LG_2",156083915,156095730,0.0284810018812856
"4758","LG_2",156104267,156110212,0.00145985505166737
"4759","LG_2",156120322,156126911,0.0477399811778297
"4760","LG_2",156133169,156138716,0.0397992666521766
"4761","LG_2",156187131,156193986,0.00111111156835883
"4762","LG_2",156195845,156206609,0.00414401647194313
"4763","LG_2",156213157,156216495,0.0146348949246692
"4764","LG_2",156219039,156219971,0.0617926338926329
"4765","LG_N",38737202,38744408,0.0158784664654626
"4766","LG_2",156242436,156253464,0.0104178521256938
"4767","LG_2",156288198,156295524,0.0333104579512202
"4768","LG_2",156309850,156319682,0.0382921979790034
"4769","LG_2",156334740,156342410,0.00100502546401211
"4770","LG_2",156384672,156385207,0.040368487510335
"4771","LG_2",156390415,156397752,0.00310560004632031
"4772","LG_2",156427618,156439006,0.047682364456681
"4773","LG_2",156446803,156453850,0.064418715134153
"4774","LG_2",156457397,156458537,0.0694819526047314
"4775","LG_2",156459939,156468954,0.010154562994045
"4776","LG_N",38812321,38819460,0.0582218148284553
"4777","LG_N",4181239,4191944,0.0498808072506126
"4778","LG_2",156469719,156477933,0.00396952457627358
"4779","LG_2",156486227,156493880,0.00203329666504211
"4780","LG_2",156498011,156509044,0.0152756382142752
"4781","LG_2",156522784,156530075,0.00606676715481278
"4782","LG_2",156530278,156537223,0.0464621138741835
"4783","LG_2",156554073,156560446,0.0473166340956751
"4784","LG_2",156571156,156578793,0.00604539174334479
"4785","LG_2",156625784,156634734,0.0118347076137801
"4786","LG_2",156649286,156659932,0.0271010184421751
"4787","LG_2",156665247,156667527,0.101876739939617
"4788","LG_N",38858674,38866881,0.00911032025904992
"4789","LG_2",156668663,156679717,0.00462431041883062
"4790","LG_2",156687641,156698298,0.046062496103784
"4791","LG_2",156702694,156708023,0.0431669667917256
"4792","LG_2",156716503,156726865,0.00356295206894831
"4793","LG_2",156737684,156745346,0.0346591647065722
"4794","LG_2",156747483,156751664,0.00865191797840635
"4795","LG_2",156761882,156769215,0.00785379966217289
"4796","LG_2",156774916,156782233,0.0059768777380091
"4797","LG_2",156795950,156811393,0.0324116524202913
"4798","LG_2",156818483,156824829,0.00632915148439843
"4799","LG_N",38915383,38915943,0.0158951333504166
"4800","LG_2",156854248,156860852,0.0170566192932772
"4801","LG_2",156873443,156874111,0.100583867381575
"4802","LG_2",156882428,156893430,0.0178378354929981
"4803","LG_2",156923954,156924851,0.104390276914848
"4804","LG_2",156939006,156948846,0.0851547675388163
"4805","LG_2",156949514,156956969,0.0406951474967181
"4806","LG_2",156957656,156964617,0.0281604331025012
"4807","LG_2",156979448,156983855,0.00616099546562009
"4808","LG_2",157012727,157019893,0.00694426418446694
"4809","LG_2",157043976,157051311,0.00299476545327659
"4810","LG_N",38919219,38927047,0.0270058113741745
"4811","LG_2",157059962,157067647,0.00595318260898964
"4812","LG_2",157100069,157109456,0.0402812961127551
"4813","LG_2",157133088,157147322,0.0616671129183505
"4814","LG_2",157151642,157158946,0.0422794663925403
"4815","LG_2",157183627,157190797,0.00894942416690753
"4816","LG_2",157232880,157234406,0.0554124641690883
"4817","LG_2",157248437,157251171,0.006629931394169
"4818","LG_2",157253318,157259617,0.040696814847705
"4819","LG_2",157266419,157273683,0.0377505582723249
"4820","LG_2",157276067,157280675,0.0471307762631253
"4821","LG_N",38936761,38945368,0.0116989747475157
"4822","LG_2",157310060,157328750,0.050448968956944
"4823","LG_2",157335827,157343499,0.00603094641080416
"4824","LG_2",157343607,157348279,0.0317204717976298
"4825","LG_2",157356996,157375594,0.0773098326778839
"4826","LG_2",157380475,157387850,0.0288709381849342
"4827","LG_2",157412258,157427203,0.00606372068414496
"4828","LG_2",157440704,157450232,0.0294295646862624
"4829","LG_2",157456731,157464316,0.0669011702635349
"4830","LG_2",157484389,157497487,0.0122112228038144
"4831","LG_2",157502326,157512213,0.0180732049281266
"4832","LG_N",38963143,38963989,0.093315090728953
"4833","LG_2",157515837,157526828,0.0286234412344361
"4834","LG_2",157536507,157544032,0.0233987831509598
"4835","LG_2",157552179,157559881,0.0475663556986482
"4836","LG_2",157575277,157585438,0.0331014416433527
"4837","LG_2",157629327,157632495,0.0263967755928393
"4838","LG_2",157654363,157663399,0.0673906137677687
"4839","LG_2",157672936,157674103,0.0456700049150647
"4840","LG_2",157703666,157708896,0.00457362349990284
"4841","LG_2",157726155,157734679,0.0316871835144915
"4842","LG_2",157763490,157770863,0.0156976944604507
"4843","LG_N",39019229,39026220,0.0611820208897687
"4844","LG_2",157772827,157781286,0.00989391882396254
"4845","LG_2",157841794,157849516,0.0118962025888491
"4846","LG_2",157855811,157866532,0.0467035892987473
"4847","LG_2",157977602,157987215,0.00301001982347905
"4848","LG_2",158004621,158012894,0.00683550397830059
"4849","LG_2",158015766,158020017,0.00454719895533309
"4850","LG_2",158026134,158032256,0.0270853875626821
"4851","LG_2",158084819,158092588,0.0188916085239207
"4852","LG_2",158117753,158118549,0.0931399413224455
"4853","LG_2",158122321,158123263,0.0870484638492074
"4854","LG_N",39078442,39086102,0.0143205551327035
"4855","LG_2",158128216,158134956,0.0060614099694191
"4856","LG_2",158162378,158173507,0.0335000721176298
"4857","LG_2",158178718,158186450,0.0139077670450352
"4858","LG_2",158194374,158202090,0.0389116397869473
"4859","LG_2",158202090,158206486,0.035055689273013
"4860","LG_2",158235098,158243037,0.00675680245677447
"4861","LG_2",158247162,158253423,0.0250624191840249
"4862","LG_2",158259774,158267015,0.0515449664034477
"4863","LG_2",158284114,158291826,0.040724577616689
"4864","LG_2",158295065,158306111,0.00116144070806981
"4865","LG_N",39148663,39149446,0.0674887513346885
"4866","LG_2",158311437,158322419,0.012876507611854
"4867","LG_2",158338597,158339029,0.0627018192970232
"4868","LG_2",158342815,158347778,0.0472800176076871
"4869","LG_2",158352471,158352956,0
"4870","LG_2",158360186,158365565,0.0550877613843928
"4871","LG_2",158379382,158391144,0.0150424382625737
"4872","LG_2",158406337,158414602,0.00933875700375383
"4873","LG_2",158427929,158429444,0.0827900405521052
"4874","LG_2",158430441,158435904,0.0962177093424308
"4875","LG_2",158461141,158467583,0.0480673430371267
"4876","LG_N",39174192,39179052,0.00788574293122787
"4877","LG_2",158468423,158469935,0.0768202280273458
"4878","LG_2",158469987,158472372,0.0826298041808199
"4879","LG_2",158481734,158491654,0.0264197264357971
